Aisle ID,Product Description,Price,Net Weight,Other Info,Length (in),Width (in),Height (in),Weight,weight_unit,weight_in_pounds
15,"StarKist Lunch To-Go Chunk White Mix Your Own Tuna Salad, 4.48 Oz, Pack of 12","$21.01        
        ($0.39 /  Ounce)",4.48 Ounces,"{'Package Dimensions': '9.25 x 6.77 x 5.91 inches4.48 Ounces', 'Manufacturer': 'Starkist', 'ASIN': 'B01LN63SPS', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",9.25,6.77,5.91,4.48,Ounces,0.28
15,"PLANTERS Salted Cashews, 1.5 oz. Bags (18 Pack) - Individually Packed Snacks On the Go - Snacks for Adults - Quick Snacks - Kosher","$12.27        
        ($1.12 /  Ounce)",Not Available,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.77 x 6.22 x 5.12 inches0.01 Ounces', 'Item model number': '10029000075389', 'UPC': '029000075689 885457812495 767563144618 029000075382', 'Manufacturer': 'Planters', 'ASIN': 'B002ULIPL8', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",6.77,6.22,5.12,0.01,Ounces,0.000625
15,"Chicken of the Sea Premium Wild-Caught Skinless & Boneless Pink Salmon, 2.5oz (Pack of 12) â€“ Keto, Gluten Free, High in Omega 3 Fatty Acids & Protein","$16.99        
        ($9.06 /  lb)",2.5 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5 x 5 x 7 inches2.5 Ounces', 'Item model number': '4800001191', 'UPC': '773821749914 048000011916', 'Manufacturer': 'Chicken of the Sea', 'ASIN': 'B003RWVFEI', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",5,5,7,2.5,Ounces,0.15625
15,"MW Polar Sardines, Tomato Sauce, 3-Ounce (Pack of 24)",27.63,3 Ounces,"{'Package Dimensions': '11.34 x 8.98 x 2.91 inches3 Ounces', 'Item model number': '3170EOC', 'Manufacturer': 'MW Polar', 'ASIN': 'B004TEPGRU', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",11.34,8.98,2.91,3,Ounces,0.1875
15,"JayeonHanal Seafood Broth Tablet Type 90g (3g x 30pcs) Seafood and and Vegetable Stock Dashi Broth All Ingredients Freeze-Dried 100% for Nutrition, No MSG Umami Savory Taste and Aromatic Coin Broth Packaged Stock Easy-to-Carry Dashi Packet ìžì—°í•œì•Œ",15,Not Available,"{'Product Dimensions': '1.57 x 4.72 x 1.57 inches4.66 Ounces', 'Manufacturer': 'TRUNAS', 'ASIN': 'B0BGP5Y6MB', 'Country of Origin': 'KoreaRepublic of'}",1.57,4.72,1.57,4.66,Ounces,0.29125
15,"Genova Premium Yellowfin Tuna in Olive Oil, Wild Caught, Solid Light, 5 oz. Can (Pack of 8)","$18.92        
        ($7.57 /  lb)",2.5 Pounds,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '196.85 x 196.85 x 196.85 inches2.5 Pounds', 'UPC': '305487767874 048000832658 372426383662 370839556314', 'Manufacturer': 'Chicken of the Sea', 'ASIN': 'B01NCXN0MV', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",196.85,196.85,196.85,2.5,Pounds,2.5
15,"Seafood Aficionado Sardine Selections | 4 Pack Variety | Nuri, Ortiz, Pollastrini and Angelo Parodi Sardines Imported From Portugal, Spain and Italy","$25.99        
        ($6.50 /  Count)",3.5 Ounces,"{'Package Dimensions': '7.17 x 6.81 x 3.94 inches3.5 Ounces', 'UPC': '850026839630', 'Manufacturer': 'Seafood Aficionado', 'ASIN': 'B09CLM31Y2'}",7.17,6.81,3.94,3.5,Ounces,0.21875
15,"Knorr ProfessionalÃ¢â€žÂ¢ 095 Seafood Stock Base No added MSG, 0g Trans Fat, 1 lb,6 Count (Pack of 1)",108.88,Not Available,"{'Package Dimensions': '12 x 10 x 4.2 inches6.76 Pounds', 'Manufacturer': 'Unilever / Best Foods', 'ASIN': 'B079RJ7ZST'}",12,10,4.2,6.76,Pounds,6.76
15,"Sea Fare Pacific Seafood Bisque, 9 Ounce (Pack of 8)","$57.86        
        ($0.80 /  Ounce)",9 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '9.13 x 7.64 x 5.87 inches9 Ounces', 'Manufacturer': 'Sea Fare Pacific', 'ASIN': 'B00J871DBG', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More'}",9.13,7.64,5.87,9,Ounces,0.5625
15,"Chicken of the Sea Mackerel Fillet in Soybean Oil, 3.53oz (Pack of 24) â€“ Gluten Free, High in Omega 3 Fatty Acids, Protein & Calcium","$48.95        
        ($0.58 /  Ounce)",3.53 Ounces,"{'Package Dimensions': '10.28 x 6.38 x 6.18 inches3.53 Ounces', 'Manufacturer': 'Chicken of the Sea', 'ASIN': 'B00JSVKC1O', 'Country of Origin': 'Thailand', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",10.28,6.38,6.18,3.53,Ounces,0.220625
15,"Lobster Gram - Ship to Shore Dinner For Two â€“ 2 Fresh Maine Lobster Tails, 2 Filet Mignons,Jumbo Shrimp â€“ Fresh & Fast Delivery - From the No. 1 Seafood Delivery Company, 4.5 Pound (Pack of 1)",272.24,2 Pounds,"{'Product Dimensions': '19 x 16 x 11.5 inches2 Pounds', 'UPC': '082955444580', 'Manufacturer': 'AmazonUs/CLNMN', 'ASIN': 'B08FS86ZNX', 'Country of Origin': 'USA'}",19,16,11.5,2,Pounds,2
15,"Brunswick Golden Smoked Herring Fillets, 3.25 oz Can (Pack of 12) - 18g Protein per Serving - Gluten Free, Keto Friendly - Great for Pasta & Seafood Recipes","$18.84        
        ($0.48 /  Ounce)",3.45 Pounds,"{'Package Dimensions': '8.19 x 7.2 x 2.6 inches3.45 Pounds', 'Manufacturer': 'AmazonUs/BUMN9', 'ASIN': 'B08LMKZBZW', 'Country of Origin': 'Canada'}",8.19,7.2,2.6,3.45,Pounds,3.45
15,"StarKist Tuna Creations, Variety Pack, 4 - 2.6 oz pouch (Total 10.4 Oz)Â (Packaging May Vary)","$5.02        
        ($0.48 /  Ounce)",10.4 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.54 x 4.69 x 1.81 inches10.4 Ounces', 'Item model number': '514620', 'UPC': '750218736832 778894535037 080000514622', 'Manufacturer': 'Starkist', 'ASIN': 'B00RJEU3L6', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",6.54,4.69,1.81,10.4,Ounces,0.65
15,"StarKist Reduced Sodium Chunk Light Tuna In Water, 2.6 Oz, Pack of 24","$30.21        
        ($0.48 /  Ounce)",2.6 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '11.3 x 8.58 x 6.73 inches2.6 Ounces', 'Item model number': '505270', 'Manufacturer': 'Starkist', 'ASIN': 'B0173GV5X4', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",11.3,8.58,6.73,2.6,Ounces,0.1625
15,StarKist Less Sodium Premium White Chicken - 2.6 oz Pouch (Pack of 12),"$20.41        
        ($1.70 /  Count)",2.6 Ounces,"{'Package Dimensions': '7.09 x 5.83 x 5.08 inches2.6 Ounces', 'Manufacturer': 'StarKist Co.', 'ASIN': 'B08P3VD6G7', 'Country of Origin': 'USA'}",7.09,5.83,5.08,2.6,Ounces,0.1625
15,"GUARANTEED OVERNIGHT! American Caviar SAMPLER Bowfin, Salmon, Paddlefish, Premium Sturgeon 1oz ea + FREE SPOON & BLINI",149.99,1.4 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '1 x 1 x 1 inches1.4 Ounces', 'UPC': '608938472892', 'Manufacturer': 'Caviar & Caviar', 'ASIN': 'B00R1MRC92'}",1,1,1,1.4,Ounces,0.0875
15,"StarKist Reduced Sodium Chunk Light Tuna In Water, 2.6 Oz, Pack of 24","$32.83        
        ($0.53 /  Ounce)",2.6 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '11.3 x 8.58 x 6.73 inches2.6 Ounces', 'Item model number': '505270', 'Manufacturer': 'Starkist', 'ASIN': 'B0173GV5X4', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",11.3,8.58,6.73,2.6,Ounces,0.1625
15,"StarKist Chunk Light Tuna in Water, 2.6 Oz, Pack of 12",21.23,2.6 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '7.1 x 5.6 x 5 inches2.6 Ounces', 'Item model number': '49524', 'Manufacturer': 'Starkist', 'ASIN': 'B0747SVF2G', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",7.1,5.6,5,2.6,Ounces,0.1625
15,"BUMBLE BEE Premium Light Tuna Pouch in Water, Ready to Eat Tuna Fish, High Protein, Keto Food and Snacks, Gluten Free, 2.5oz Pouch (Pack of 12)","$13.92        
        ($0.46 /  Ounce)",2.2 Pounds,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.81 x 5.71 x 5.16 inches2.2 Pounds', 'Item model number': '8660024001', 'UPC': '767563386346', 'Manufacturer': 'Bumble Bee', 'ASIN': 'B00374WK4U', 'Country of Origin': 'Thailand', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",6.81,5.71,5.16,2.2,Pounds,2.2
15,StarKist Tuna Creations BOLD JalapeÃ±o - 2.6 oz Pouch,1.49,2.6 Ounces,"{'Product Dimensions': '4.5 x 0.39 x 6.25 inches2.6 Ounces', 'Item model number': '10080000514865', 'UPC': '080000514868', 'Manufacturer': 'StarKist', 'ASIN': 'B00RW5ZR1I', 'Country of Origin': 'USA'}",4.5,0.39,6.25,2.6,Ounces,0.1625
15,"StarKist Tuna Creations Hickory Smoked, 2.6 Oz, Pack of 12","$17.98        
        ($6.92 /  Ounce)",2.6 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.89 x 5.71 x 5.24 inches2.6 Ounces', 'Item model number': 'PP-GRCE36388', 'Manufacturer': 'Starkist', 'ASIN': 'B07GFQ6TYX', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",6.89,5.71,5.24,2.6,Ounces,0.1625
15,"StarKist Reduced Sodium Chunk Light Tuna In Water, 2.6 Oz, Pack of 24","$32.83        
        ($0.53 /  Ounce)",2.6 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '11.3 x 8.58 x 6.73 inches2.6 Ounces', 'Item model number': '505270', 'Manufacturer': 'Starkist', 'ASIN': 'B0173GV5X4', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",11.3,8.58,6.73,2.6,Ounces,0.1625
15,"Wild Planet Skipjack Wild Tuna, No Salt Added, Canned Tuna, Pole & Line Sustainably-Caught, Non-GMO, Kosher, 5 Ounce Can (Pack of 12)","$28.07        
        ($0.47 /  Ounce)",5 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '10.24 x 6.97 x 3.27 inches5 Ounces', 'Item model number': 'HV1713015', 'UPC': '829696000718', 'Manufacturer': 'Wild PlanetInc.', 'ASIN': 'B00U2EM3UO', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",10.24,6.97,3.27,5,Ounces,0.3125
15,"PLANTERS Fancy Whole Cashews with Sea Salt, 26 oz. Resealable Jar - Made with Simple Ingredients - Good Source of Vitamins and Minerals - Kosher (Packaging May Vary)","$17.09        
        ($0.66 /  Ounce)",1.62 Pounds,"{'Product Dimensions': '4.83 x 4.62 x 5.9 inches1.62 Pounds', 'Item model number': '00029000023895', 'UPC': '029000023895', 'Manufacturer': 'Planters', 'ASIN': 'B078J54L3K', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",4.83,4.62,5.9,1.62,Pounds,1.62
15,"PLANTERS Salted Cashews, 1.5 oz. Bags (18 Pack) - Individually Packed Snacks On the Go - Snacks for Adults - Quick Snacks - Kosher","$12.27        
        ($1.12 /  Ounce)",Not Available,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.77 x 6.22 x 5.12 inches0.01 Ounces', 'Item model number': '10029000075389', 'UPC': '029000075689 885457812495 767563144618 029000075382', 'Manufacturer': 'Planters', 'ASIN': 'B002ULIPL8', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",6.77,6.22,5.12,0.01,Ounces,0.000625
15,"MW Polar Sardines, Tomato Sauce, 3-Ounce (Pack of 24)",27.49,3 Ounces,"{'Package Dimensions': '11.34 x 8.98 x 2.91 inches3 Ounces', 'Item model number': '3170EOC', 'Manufacturer': 'MW Polar', 'ASIN': 'B004TEPGRU', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",11.34,8.98,2.91,3,Ounces,0.1875
15,"Chicken of the Sea Premium Wild-Caught Skinless & Boneless Pink Salmon, 2.5oz (Pack of 12) â€“ Keto, Gluten Free, High in Omega 3 Fatty Acids & Protein","$16.99        
        ($9.06 /  lb)",2.5 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5 x 5 x 7 inches2.5 Ounces', 'Item model number': '4800001191', 'UPC': '773821749914 048000011916', 'Manufacturer': 'Chicken of the Sea', 'ASIN': 'B003RWVFEI', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",5,5,7,2.5,Ounces,0.15625
15,"Wild Planet Wild Sockeye Salmon, 3 Ounce",7.75,3 Ounces,"{'Product Dimensions': '4.8 x 4.4 x 0.5 inches3 Ounces', 'UPC': '829696001357', 'Manufacturer': 'Wild PlanetInc.', 'ASIN': 'B012HE1050'}",4.8,4.4,0.5,3,Ounces,0.1875
15,"Seafood Aficionado Sardine Selections | 4 Pack Variety | Nuri, Ortiz, Pollastrini and Angelo Parodi Sardines Imported From Portugal, Spain and Italy","$25.99        
        ($6.50 /  Count)",3.5 Ounces,"{'Package Dimensions': '7.17 x 6.81 x 3.94 inches3.5 Ounces', 'UPC': '850026839630', 'Manufacturer': 'Seafood Aficionado', 'ASIN': 'B09CLM31Y2'}",7.17,6.81,3.94,3.5,Ounces,0.21875
15,"Alaska Smokehouse Jumbo Smoked Salmon (8 Oz), 3Count Variety Pack","$29.99        
        ($1.25 /  Ounce)",24 Ounces,"{'Product Dimensions': '10 x 3 x 7 inches1.5 Pounds', 'UPC': '023882740048', 'Manufacturer': 'Alaska Smokehouse', 'ASIN': 'B004JMKVAO', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",10,3,7,1.5,Pounds,1.5
15,"StarKist Tuna Creations, Variety Pack, 4 - 2.6 oz pouch (Total 10.4 Oz)Â (Packaging May Vary)","$5.02        
        ($0.48 /  Ounce)",10.4 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.54 x 4.69 x 1.81 inches10.4 Ounces', 'Item model number': '514620', 'UPC': '750218736832 778894535037 080000514622', 'Manufacturer': 'Starkist', 'ASIN': 'B00RJEU3L6', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",6.54,4.69,1.81,10.4,Ounces,0.65
15,"Knorr ProfessionalÃ¢â€žÂ¢ 095 Seafood Stock Base No added MSG, 0g Trans Fat, 1 lb,6 Count (Pack of 1)",108.88,Not Available,"{'Package Dimensions': '12 x 10 x 4.2 inches6.76 Pounds', 'Manufacturer': 'Unilever / Best Foods', 'ASIN': 'B079RJ7ZST'}",12,10,4.2,6.76,Pounds,6.76
15,"More Than Gourmet Glace De Fruits De Mer Gold, Classic Seafood Stock, 16 Ounce Package","$34.72        
        ($2.17 /  Ounce)",16 Ounces,"{'Package Dimensions': '4.5 x 4.5 x 2.5 inches1 Pounds', 'Item model number': 'R-GDFM200', 'UPC': '712102012057 767563177241', 'Manufacturer': 'More Than Gourmet', 'ASIN': 'B0010OOLCI', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",4.5,4.5,2.5,1,Pounds,1
15,"Bumble Bee Snack on the Run Chicken Salad with Crackers Kit, Ready to Eat, Spoon Included - Shelf Stable & Convenient Protein Snack, 3.5 Ounce (Pack of 3)","$4.90        
        ($0.47 /  Ounce)",0.66 Pounds,"{'Package Dimensions': '5.08 x 4.45 x 2.72 inches10.56 Ounces', 'Item model number': '8660070355', 'UPC': '086600703527', 'Manufacturer': 'Bumble Bee SeafoodLLC', 'ASIN': 'B018BCOB4E', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",5.08,4.45,2.72,10.56,Ounces,0.66
15,"Nongshim Neoguri Spicy Seafood with Udon-Style Noodle, 4.2 Ounce (Pack of 16)","$18.98        
        ($4.52 /  Ounce)",4.2 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '13.35 x 11.22 x 5.75 inches4.2 Ounces', 'Item model number': '101002654', 'UPC': '885370154443 031146022984 885401032573', 'Manufacturer': 'Nongshim', 'ASIN': 'B00E9OWX0I', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",13.35,11.22,5.75,4.2,Ounces,0.2625
15,"MW Polar Wild Caught Chunk Light Tuna, 12-Ounce",6.53,12 Ounces,"{'Package Dimensions': '4.13 x 4.02 x 1.97 inches12 Ounces', 'Item model number': '2251', 'UPC': '074027002514', 'Manufacturer': 'MW POLAR', 'ASIN': 'B00F9XCC9A'}",4.13,4.02,1.97,12,Ounces,0.75
15,StarKist Less Sodium Premium White Chicken - 2.6 oz Pouch (Pack of 12),"$24.97        
        ($2.08 /  Count)",2.6 Ounces,"{'Package Dimensions': '7.09 x 5.83 x 5.08 inches2.6 Ounces', 'Manufacturer': 'StarKist Co.', 'ASIN': 'B08P3VD6G7', 'Country of Origin': 'USA'}",7.09,5.83,5.08,2.6,Ounces,0.1625
15,"Bumble Bee Solid White Albacore Tuna in Water, 7 oz. Can (Pack of 24)","$77.29        
        ($0.46 /  Ounce)",7 Ounces,"{'Package Dimensions': '13.98 x 10.28 x 3.5 inches7 Ounces', 'Manufacturer': 'Bumble Bee Seafood', 'ASIN': 'B09T75ZV14', 'Country of Origin': 'USA'}",13.98,10.28,3.5,7,Ounces,0.4375
15,"Wild Planet Skipjack Wild Tuna, No Salt Added, Canned Tuna, Pole & Line Sustainably-Caught, Non-GMO, Kosher, 5 Ounce Can (Pack of 12)","$28.07        
        ($0.47 /  Ounce)",5 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '10.24 x 6.97 x 3.27 inches5 Ounces', 'Item model number': 'HV1713015', 'UPC': '829696000718', 'Manufacturer': 'Wild PlanetInc.', 'ASIN': 'B00U2EM3UO', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",10.24,6.97,3.27,5,Ounces,0.3125
15,"GUARANTEED OVERNIGHT! American Caviar SAMPLER Bowfin, Salmon, Paddlefish, Premium Sturgeon 1oz ea + FREE SPOON & BLINI",149.99,1.4 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '1 x 1 x 1 inches1.4 Ounces', 'UPC': '608938472892', 'Manufacturer': 'Caviar & Caviar', 'ASIN': 'B00R1MRC92'}",1,1,1,1.4,Ounces,0.0875
16,"Organic Thyme, 0.75 oz Clamshell",2.69,Not Available,"{'Product Dimensions': '6.5 x 3.6 x 1.1 inches0.32 Ounces', 'Department': 'Produce', 'UPC': '856652005173 799857011016', 'Manufacturer': 'PRODUCE-WFM', 'ASIN': 'B000RGYJW2'}",6.5,3.6,1.1,0.32,Ounces,0.02
16,"Produce, Organic Rosemary Clamshell, 0.75 Ounce",2.69,Not Available,"{'Product Dimensions': '7 x 2.5 x 1.5 inches0.8 Ounces', 'Item model number': '20095', 'Department': 'Produce', 'UPC': '772510402307 021985200957 894521002267 644216835379 671635621634', 'Manufacturer': 'Goodness Gardens', 'ASIN': 'B00LUOZE3S'}",7,2.5,1.5,0.8,Ounces,0.05
16,"The Spice Hunter Thyme, Organic, 0.6-Ounce Jar","$5.61        
        ($9.35 /  Ounce)",Not Available,"{'Package Dimensions': '4 x 1.8 x 1.8 inches0.6 Ounces', 'Item model number': '54032', 'UPC': '081057019665', 'Manufacturer': 'Sauer BrandsInc', 'ASIN': 'B00BEQQELS', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More'}",4,1.8,1.8,0.6,Ounces,0.0375
16,Simply Organic Whole Rosemary Leaf 1.23oz,"$7.34        
        ($5.97 /  Ounce)",Not Available,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '6.69 x 4.6 x 5.2 inches1.23 Ounces', 'Item model number': '89836186102', 'UPC': '089836186102 773821155708 773821830209', 'Manufacturer': 'Frontier Co-Op (AmazonFresh)', 'ASIN': 'B000WR2OFK', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More'}",6.69,4.6,5.2,1.23,Ounces,0.076875
16,"Simply Organic Thyme Leaf Whole Certified Organic, 0.78-Ounce Container","$5.69        
        ($7.29 /  Ounce)",Not Available,"{'Package Dimensions': '6.26 x 3.66 x 2.13 inches0.78 Ounces', 'Item model number': '18613', 'UPC': '089836186133', 'Manufacturer': 'AmazonUs/FROAD', 'ASIN': 'B00MIJXPLC'}",6.26,3.66,2.13,0.78,Ounces,0.04875
16,"Simply Organic Herbes de Provence, Certified Organic | 1 oz",9.85,Not Available,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '1.57 x 1.57 x 4.33 inches1 Ounces', 'Item model number': '0089836180391', 'UPC': '089836180391 767563691853', 'Manufacturer': 'Simply Organic - Frontier', 'ASIN': 'B00AJRKITM', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",1.57,1.57,4.33,1,Ounces,0.0625
16,"Organic premium grade dried lemon grass cut, harvested from a organic farm in Sri Lanka 2 oz/56g","$6.45        
        ($3.23 /  Ounce)",Not Available,"{'Package Dimensions': '9.41 x 6.57 x 0.59 inches2 Ounces', 'UPC': '669818894241', 'Manufacturer': 'Ceylon flavors Trading', 'ASIN': 'B08W56384N'}",9.41,6.57,0.59,2,Ounces,0.125
16,"Frontier Thyme Leaf Certified Organic, 16 Ounce Bag","$22.95        
        ($1.43 /  Ounce)",Not Available,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '11.51 x 16 x 14.01 inches1 Pounds', 'Item model number': '378', 'UPC': '089836003782 798411323749 898360037824', 'Manufacturer': 'Frontier', 'ASIN': 'B001VNGN0Q', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More'}",11.51,16,14.01,1,Pounds,1
16,"Green Garden Freeze-Dried Organic Basil, 0.16 Ounces",4.86,0.16 Ounces,"{'Package Dimensions': '4.9 x 3 x 0.6 inches0.16 Ounces', 'Item model number': '0046015158398', 'UPC': '046015158398', 'Manufacturer': 'GREEN GARDEN', 'ASIN': 'B083RHSZVL'}",4.9,3,0.6,0.16,Ounces,0.01
